Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,metal,rdkit_smi,pIC50,mw,logp
CHEMBL311663,,,458.38,2.0,2.23,"59, Table 2",O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,IC50,'=',6025.6,nM,5.22,,,UO_0000065,11.39,0.22,2.99,2.64,0,CHEMBL1676103,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1671772,1,Scientific Literature,Eur J Med Chem,2011.0,,,0,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,-3.780000298336571,458.37500000000017,2.233199999999999
CHEMBL1642187,,,399.46,0.0,3.87,28,COc1cc(/C=C/c2nc(N)nc(Nc3ccccc3)n2)ccc1-n1cnc(C)c1,IC50,'=',300.0,nM,6.52,,,UO_0000065,16.33,0.3,2.65,6.29,0,CHEMBL1648352,Displacement of radiolabeled MK-499 from human ERG expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1641467,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,CHEMBL3307715,,0,COc1cc(/C=C/c2nc(N)nc(Nc3ccccc3)n2)ccc1-n1cnc(C)c1,-2.4771212547196626,399.45800000000014,3.870520000000002
CHEMBL3355541,,,405.42,0.0,4.05,1,CN1CCC(CNc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1,IC50,'=',1900.0,nM,5.72,,,UO_0000065,14.11,0.27,1.67,10.46,0,CHEMBL3375414,Inhibition of human ERG expressed in CHO cells by automated patch clamp method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3351833,1,Scientific Literature,ACS Med Chem Lett,2015.0,CHEMBL3308072,,0,CN1CCC(CNc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1,-3.278753600952829,405.42400000000015,4.048600000000002
CHEMBL486644,,,405.37,1.0,5.25,8c,O[C@H]1C[C@H](CN2CCC(c3c(Cl)cccc3Cl)CC2)CCc2cccnc21,IC50,'=',940.0,nM,6.03,,,UO_0000065,14.87,0.3,0.78,16.58,0,CHEMBL948532,Displacement of [35S]MK499 from human ERG K+ channel expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1157476,1,Scientific Literature,J Med Chem,2008.0,CHEMBL3307715,,0,O[C@H]1C[C@H](CN2CCC(c3c(Cl)cccc3Cl)CC2)CCc2cccnc21,-2.9731278535996988,405.36900000000026,5.253900000000006
CHEMBL2036759,,,394.92,0.0,3.5,3a,O=C(Nc1ccc(F)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,IC50,'=',14000.0,nM,4.85,,,UO_0000065,12.29,0.25,1.35,12.5,0,CHEMBL2038474,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2034889,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,0,O=C(Nc1ccc(F)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,-4.146128035678238,394.9220000000003,3.503000000000002
CHEMBL1642487,,,440.54,0.0,4.93,5k,CN(CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1)Cc1ccccc1,IC50,'=',0.81,nM,9.09,,,UO_0000065,20.64,0.38,4.16,20.8,0,CHEMBL1648563,"Displacement of [35S]N-[(4R)-10-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,40-piperidin]-6-yl]methanesulfonamide from human ERG expressed in HEK293 cells",B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1641472,1,Scientific Literature,Bioorg Med Chem,2011.0,CHEMBL3307715,,0,CN(CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1)Cc1ccccc1,0.0915149811213502,440.5430000000001,4.927300000000004
CHEMBL4062728,,,361.41,0.0,3.52,6r,C[C@@]1(c2cc(CNC3(C(F)F)CC3)c(F)cc2F)CCSC(N)=N1,IC50,'=',13700.0,nM,4.86,,,UO_0000065,13.46,0.28,1.34,9.65,0,CHEMBL4042710,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential after 5 mins by patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4041533,1,Scientific Literature,J Med Chem,2017.0,,,0,C[C@@]1(c2cc(CNC3(C(F)F)CC3)c(F)cc2F)CCSC(N)=N1,-4.136720567156407,361.4080000000001,3.518900000000002
CHEMBL2158825,,,477.43,1.0,5.38,16,O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,IC50,'=',12589.25,nM,4.9,,,UO_0000065,10.26,0.21,-0.48,9.24,0,CHEMBL2160723,"Displacement of 3,7-Bis[2-(4-nitro[3,5-3H]phenyl)ethyl]-3,7-diazabicyclo[3.3.1]nonane from human ERG expressed in HEK cells after 3 hrs by TopCount analysis",B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2157884,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,CHEMBL3307715,,0,O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-4.099999857942367,477.4320000000002,5.380300000000005
CHEMBL1083429,,,383.42,0.0,2.14,S-17i,CNC[C@@H](O)CCN1c2ccccc2N(c2c(F)cccc2F)S1(=O)=O,IC50,'=',20000.0,nM,4.7,,,UO_0000065,12.26,0.25,2.56,6.45,0,CHEMBL1120746,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1155515,1,Scientific Literature,J Med Chem,2010.0,,,0,CNC[C@@H](O)CCN1c2ccccc2N(c2c(F)cccc2F)S1(=O)=O,-4.301029995663981,383.4200000000001,2.1381
CHEMBL322007,,,442.57,0.0,2.75,"SI-S10, 49",N#Cc1ccc(Cn2cncc2CN(CCCN)[C@H]2CCN(Cc3ccccc3)C2=O)cc1,IC50,'=',480.0,nM,6.32,,,UO_0000065,14.28,0.26,3.57,6.93,0,CHEMBL1027667,Inhibition of human ERG channel,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1137783,1,Scientific Literature,J Med Chem,2009.0,,,0,N#Cc1ccc(Cn2cncc2CN(CCCN)[C@H]2CCN(Cc3ccccc3)C2=O)cc1,-2.681241237375587,442.5670000000002,2.75498
CHEMBL3650834,,,415.49,0.0,3.24,BDBM149924,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CC2CC2)O3)c1,IC50,'=',5220.0,nM,5.28,,361972.0,UO_0000065,12.71,0.23,2.04,6.69,0,CHEMBL3887897,"Inhibition Assay: Test Example 5: The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel. The test solution includes:Extracellular solution: 2 mM of CaCl2, 1 mM of MgCl2, 10 mM of HEPES, 4 mM of KCl, 145 mM of NaCl, and 10 mM of glucose; and pH adjusted to 7.4 with NaOH,Intracellular solution: 5.374 mM of CaCl2, 1.75 mM of MgCl2, 10 mM of HEPES, 10 mM of EGTA, 120 mM of KCl, and 4 mM of ATP, and pH adjusted to 7.2 with KOH.",B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3886493,37,BindingDB Database,,2016.0,,,0,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CC2CC2)O3)c1,-3.717670503002262,415.4930000000002,3.2379000000000016
CHEMBL1257578,,,356.49,0.0,3.73,6c,Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)s1,IC50,'=',0.26,nM,9.59,,,UO_0000065,26.89,0.52,5.86,17.25,0,CHEMBL1259359,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1255514,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,0,Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)s1,0.585026652029182,356.4910000000001,3.729820000000002
CHEMBL583254,,,429.54,0.0,3.06,4c,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C3CC3)cc2)cc1,IC50,'=',8400.0,nM,5.08,,,UO_0000065,11.82,0.23,2.02,6.43,0,CHEMBL1039568,Inhibition of human ERG by patch-clamp technique,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1154688,1,Scientific Literature,J Med Chem,2009.0,,,0,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C3CC3)cc2)cc1,-3.9242792860618816,429.54200000000026,3.058200000000002
CHEMBL4559585,,,498.47,0.0,4.15,40,CNC(=O)c1cnc(Nc2ccc(C(F)(F)F)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,IC50,'=',16000.0,nM,4.8,,,UO_0000065,9.62,0.18,0.65,4.03,0,CHEMBL4377385,Inhibition of human ERG by in vitro patch clamp method,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4376812,1,Scientific Literature,J Med Chem,2019.0,,,0,CNC(=O)c1cnc(Nc2ccc(C(F)(F)F)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,-4.204119982655925,498.46900000000016,4.146300000000002
CHEMBL2322611,,,491.07,0.0,4.04,"12a, (3S,4S)-12a",COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Cc2ccccc2)C(C)C)ccc1OC,IC50,'=',14500.0,nM,4.84,,,UO_0000065,10.64,0.2,0.8,8.06,0,CHEMBL2330862,Inhibition of human ERG by dofetilide binding assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2321868,1,Scientific Literature,J Med Chem,2013.0,,,0,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Cc2ccccc2)C(C)C)ccc1OC,-4.161368002234975,454.6110000000002,4.039400000000002
CHEMBL4203860,,,418.54,0.0,3.09,70,COc1cccc(NC(=O)c2cnc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)s2)c1,IC50,'=',6200.0,nM,5.21,,,UO_0000065,12.44,0.25,2.12,5.27,0,CHEMBL4183120,Inhibition of human ERG expressed in CHOK1 cells for 5 mins at -80 mV holding potential by patch clamp method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4177751,1,Scientific Literature,J Med Chem,2018.0,,,0,COc1cccc(NC(=O)c2cnc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)s2)c1,-3.792391689498254,418.5440000000001,3.0858000000000008
CHEMBL4280886,,,469.45,1.0,6.32,30,Brc1ccc(Nc2ccc(CN3CCC4(CC3)OCCc3sccc34)cc2)cc1,IC50,'=',2300.0,nM,5.64,,,UO_0000065,12.01,0.27,-0.68,23.01,0,CHEMBL4261226,Inhibition of human ERG expressed in CHO-S1 cells by Qpatch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4257587,1,Scientific Literature,J Med Chem,2018.0,,,0,Brc1ccc(Nc2ccc(CN3CCC4(CC3)OCCc3sccc34)cc2)cc1,-3.707570176097936,469.44800000000026,6.318200000000005
CHEMBL4560579,,,473.51,0.0,2.7,20; AM-6494,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,IC50,'=',6900.0,nM,5.16,,,UO_0000065,10.9,0.21,2.46,4.62,0,CHEMBL4343474,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4342420,1,Scientific Literature,J Med Chem,2020.0,,,0,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,-3.838849090737255,473.5050000000002,2.7009000000000007
CHEMBL539863,,,347.25,1.0,5.35,18,Cc1cccc(NC(=N)c2ccc(-c3ccc(Cl)cc3)o2)c1,IC50,'=',2100.0,nM,5.68,,,UO_0000065,,,,,0,CHEMBL944718,Inhibition of hERG potassium channel expressed in CHO cells by isotope efflux assay,T,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1140726,1,Scientific Literature,J Med Chem,2008.0,CHEMBL3308072,,0,Cc1cccc(NC(=N)c2ccc(-c3ccc(Cl)cc3)o2)c1,-3.322219294733919,310.78400000000005,5.3458900000000025
CHEMBL5080086,,,393.53,0.0,3.02,15p,CCC(=O)N(CC1(N2CCN(Cc3ccccc3)CC2)COC1)c1ccccc1,IC50,'=',2900.0,nM,5.54,,,UO_0000065,14.07,0.26,2.52,15.37,0,CHEMBL5033455,Inhibition of hERG expressed in CHO cells by whole cell patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL5032513,1,Scientific Literature,J Med Chem,2021.0,,,0,CCC(=O)N(CC1(N2CCN(Cc3ccccc3)CC2)COC1)c1ccccc1,-3.462397997898956,393.5310000000002,3.016400000000001
CHEMBL1224213,,,336.44,0.0,3.36,35,NC(=O)c1ccccc1O[C@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1,IC50,'=',340.0,nM,6.47,,,UO_0000065,19.23,0.35,3.11,11.64,0,CHEMBL1225864,Inhibition of human ERG by electrophysiology assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1221377,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,0,NC(=O)c1ccccc1O[C@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1,-2.531478917042255,336.435,3.3599000000000023
CHEMBL2380438,,,315.38,0.0,3.72,8b,CC1(c2cccc(-c3cccnc3)c2)N=C(N)c2ccccc2O1,IC50,'=',2800.0,nM,5.55,,,UO_0000065,17.61,0.32,1.83,9.18,0,CHEMBL2382572,Inhibition of human ERG expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2380236,1,Scientific Literature,J Med Chem,2013.0,CHEMBL3308072,,0,CC1(c2cccc(-c3cccnc3)c2)N=C(N)c2ccccc2O1,-3.4471580313422194,315.37600000000003,3.7192000000000007
CHEMBL2010830,,,482.57,0.0,4.16,1,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,IC50,'=',2500.0,nM,5.6,,,UO_0000065,11.61,0.23,1.44,9.71,0,CHEMBL2014817,Binding affinity to human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2010696,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,0,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,-3.397940008672037,482.56800000000027,4.164500000000004
CHEMBL3647052,,,550.06,2.0,5.07,56; MK-4688,C[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,IC50,'=',12000.0,nM,4.92,,,UO_0000065,8.95,0.17,-0.15,4.28,0,CHEMBL5030052,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL5029175,1,Scientific Literature,J Med Chem,2021.0,,,0,C[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,-4.079181246047625,550.063,5.074000000000005
CHEMBL204459,,,354.4,0.0,3.67,19,N[C@H](C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1)C1CC1,IC50,'=',6500.0,nM,5.19,,,UO_0000065,,,,,0,CHEMBL868945,Inhibitory activity against human hERG receptor expressed in CHO cells by whole cell voltage clamp assay,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1146123,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,CHEMBL3308072,,0,N[C@H](C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1)C1CC1,-3.6989700043360174,354.4000000000001,3.669000000000002
CHEMBL5094869,,,484.6,0.0,4.35,22,CNC(=O)N1C[C@H]2[C@H](C)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@@H]3[C@@H](C)OC(=O)[C@@]32C1,IC50,'=',50000.0,nM,4.3,,,UO_0000065,,,,,0,CHEMBL5046094,Inhibition of [35S]MK-499 binding to hERG expressed in HEK293 cells,T,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL5042556,1,Scientific Literature,J Med Chem,2022.0,,,0,CNC(=O)N1C[C@H]2[C@H](C)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@@H]3[C@@H](C)OC(=O)[C@@]32C1,-4.698970004336019,484.6000000000003,4.354580000000004
CHEMBL4576165,,,417.52,0.0,3.36,17,CCOc1ccc2cc(-c3nn(CC4CCN(C)CC4)c4ncnc(N)c34)ccc2n1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,11.98,0.22,1.64,5.26,0,CHEMBL4431791,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4431312,1,Scientific Literature,J Med Chem,2016.0,,,0,CCOc1ccc2cc(-c3nn(CC4CCN(C)CC4)c4ncnc(N)c34)ccc2n1,-4.0,417.51700000000017,3.364200000000001
CHEMBL1957788,,,476.57,1.0,5.12,27,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)c(C)c1,IC50,'=',5100.0,nM,5.29,,,UO_0000065,11.11,0.21,0.17,10.51,0,CHEMBL1961077,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1955789,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,0,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)c(C)c1,-3.707570176097936,476.5670000000003,5.121420000000005
CHEMBL4787515,,,533.56,1.0,4.65,13b,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C#Cc1nn(C2CCN(C)CC2)c2ncnc(N)c12,IC50,'=',600.0,nM,6.22,,,UO_0000065,11.66,0.22,1.57,6.1,0,CHEMBL4766130,Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by automated Qpatch electrophysiological assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4765233,1,Scientific Literature,J Med Chem,2016.0,,,0,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C#Cc1nn(C2CCN(C)CC2)c2ncnc(N)c12,-2.7781512503836434,533.5580000000002,4.654520000000004
CHEMBL4460676,,,399.45,0.0,2.81,9,CN(C)c1ccc(-c2cc3nccnc3c(NC[C@@H]3CNCCC3(F)F)n2)cn1,IC50,'=',7943.28,nM,5.1,,,UO_0000065,12.77,0.24,2.29,6.47,0,CHEMBL4433046,Inhibition of human ERG expressed in CHOK1 cell membranes after 2 hrs by cy3b-dofetilide-based fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4431389,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,,,0,CN(C)c1ccc(-c2cc3nccnc3c(NC[C@@H]3CNCCC3(F)F)n2)cn1,-3.899999871665804,399.4490000000001,2.8095000000000008
CHEMBL555563,,,420.34,0.0,4.78,"1, VER-156084, (+)-1",O=C(N1CCCCC1)N1CC(O[C@@H](c2ccc(Cl)cc2)c2cccnc2Cl)C1,IC50,'=',30800.0,nM,4.51,,,UO_0000065,10.73,0.22,-0.27,9.88,0,CHEMBL1954249,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1949530,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,0,O=C(N1CCCCC1)N1CC(O[C@@H](c2ccc(Cl)cc2)c2cccnc2Cl)C1,-4.488550716500444,420.34000000000015,4.784500000000005
CHEMBL4879173,,,419.92,0.0,4.36,52,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(C#N)cnc43)C[C@@H]21,IC50,'=',690.0,nM,6.16,,,UO_0000065,14.67,0.28,1.8,7.37,0,CHEMBL4843281,Displacement of Tracer Red from human ERG measured after 4 hrs by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4842341,1,Scientific Literature,J Med Chem,2021.0,,TIME = 4.0 hr,0,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(C#N)cnc43)C[C@@H]21,-2.838849090737255,419.91600000000017,4.362080000000003
CHEMBL1951601,,,498.59,0.0,2.26,(S)-11g,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(Cc1cnc3ccccc3n1)c(=O)n2C,IC50,'=',5000.0,nM,5.3,,,UO_0000065,10.63,0.2,3.04,4.15,0,CHEMBL1954401,Inhibition of human ERG by dofetilide binding assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1949653,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,0,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(Cc1cnc3ccccc3n1)c(=O)n2C,-3.6989700043360174,498.5910000000003,2.2585800000000003
CHEMBL487053,,,310.22,1.0,5.41,9,CC(c1ccccc1Oc1ccc(Cl)c(Cl)c1)N(C)C,IC50,'=',900.0,nM,6.05,,,UO_0000065,19.49,0.41,0.64,48.48,0,CHEMBL962309,Displacement of [3H]dofetilide from human ERG channel,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1152152,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,,,0,CC(c1ccccc1Oc1ccc(Cl)c(Cl)c1)N(C)C,-2.9542425094393248,310.22400000000005,5.408300000000004
CHEMBL3221113,,,442.49,0.0,4.82,18,CC(=O)c1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)cc23)c1,IC50,'=',93600.0,nM,4.03,,,UO_0000065,9.1,0.17,-0.79,8.31,0,CHEMBL3226599,Displacement of [3H]dofetilide from human ERG expressed in CHO cells after 30 mins by FluxOR thallium assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3217558,1,Scientific Literature,Medchemcomm,2012.0,CHEMBL3308072,,0,CC(=O)c1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)cc23)c1,-4.971275848738105,442.4850000000002,4.8201000000000045
CHEMBL3415597,,,429.53,0.0,1.85,40,Cc1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)cc(OCC(C)(C)O)n1,IC50,'=',18000.0,nM,4.75,,,UO_0000065,11.05,0.21,2.89,2.94,0,CHEMBL3418525,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,B,BAO_0000219,cell-based format,Homo sapiens,,,kidney,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3414497,1,Scientific Literature,J Med Chem,2015.0,,,0,Cc1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)cc(OCC(C)(C)O)n1,-4.2552725051033065,429.5250000000002,1.85402
CHEMBL30008,FLUNARIZINE,4.0,404.5,1.0,5.39,FLUNARIZINE,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,IC50,'=',605.8,nM,6.22,,,UO_0000065,15.37,0.28,0.83,95.95,0,CHEMBL1909190,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),B,BAO_0000249,cell membrane format,,,,HEK293,Membrane,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307715,,0,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,-2.782329268996837,404.5040000000001,5.3852000000000055
