CIDX	RIDX	COMPOUND_NAME	COMPOUND_KEY
SPE_K77793136	LEY_VERO	hydroxyfasudil	hydroxyfasudil
SPE_K77867004	LEY_VERO	U-104	U-104
SPE_K77911775	LEY_VERO	ADX-10059	ADX-10059
SPE_K77915400	LEY_VERO	TCN-238	TCN-238
SPE_K77925998	LEY_VERO	quipazine	quipazine
SPE_K77943374	LEY_VERO	NVP-BVU972	NVP-BVU972
SPE_K77947974	LEY_VERO	Fluspirilene	Fluspirilene
SPE_K77950083	LEY_VERO	UPF-1069	UPF-1069
SPE_K77951111	LEY_VERO	PD-81723	PD-81723
SPE_K77987382	LEY_VERO	MEBENDAZOLE	MEBENDAZOLE
SPE_K77987496	LEY_VERO	ITI214	ITI214
SPE_K78010432	LEY_VERO	FUROSEMIDE	FUROSEMIDE
SPE_K78055238	LEY_VERO	LY2090314	LY2090314
SPE_K78061844	LEY_VERO	4-PPBP	4-PPBP
SPE_K78086729	LEY_VERO	GW788388	GW788388
SPE_K78092779	LEY_VERO	2'-c-methylguanosine	2'-c-methylguanosine
SPE_K78096648	LEY_VERO	oxiperomide	oxiperomide
SPE_K78097265	LEY_VERO	ADELMIDROL	ADELMIDROL
SPE_K78113049	LEY_VERO	ENOXACIN	ENOXACIN
SPE_K78118466	LEY_VERO	Galunisertib (LY2157299)	Galunisertib (LY2157299)
SPE_K78122587	LEY_VERO	NNC-55-0396	NNC-55-0396
SPE_K78126613	LEY_VERO	MENADIONE	MENADIONE
SPE_K78161388	LEY_VERO	TC-N-1752	TC-N-1752
SPE_K78177893	LEY_VERO	A-674563	A-674563
SPE_K78185697	LEY_VERO	Ademetionine	Ademetionine
SPE_K78294846	LEY_VERO	Osthole (Osthol)	Osthole (Osthol)
SPE_K78299798	LEY_VERO	mepiroxol	mepiroxol
SPE_K78303961	LEY_VERO	glycitein	glycitein
SPE_K78318619	LEY_VERO	PF-4981517	PF-4981517
SPE_K78321730	LEY_VERO	methylparaben	methylparaben
SPE_K78342372	LEY_VERO	Hematoxylin (Hydroxybrazilin)	Hematoxylin (Hydroxybrazilin)
SPE_K78352627	LEY_VERO	Nandrolone decanoate	Nandrolone decanoate
SPE_K78373679	LEY_VERO	Ro-3306	Ro-3306
SPE_K78431006	LEY_VERO	Crizotinib (PF-02341066)	Crizotinib (PF-02341066)
SPE_K78455053	LEY_VERO	Wnt-C59 (C59)	Wnt-C59 (C59)
SPE_K78485176	LEY_VERO	OLMESARTAN MEDOXOMIL	OLMESARTAN MEDOXOMIL
SPE_K78496197	LEY_VERO	SCS	SCS
SPE_K78513633	LEY_VERO	lonidamine	lonidamine
SPE_K78567475	LEY_VERO	Dolastin-10	Dolastin-10
SPE_K78627070	LEY_VERO	Altiratinib	Altiratinib
SPE_K78633253	LEY_VERO	EXO-1	EXO-1
SPE_K78637815	LEY_VERO	LY320135	LY320135
SPE_K78643075	LEY_VERO	BROMPERIDOL	BROMPERIDOL
SPE_K78659596	LEY_VERO	Ixazomib (MLN2238)	Ixazomib (MLN2238)
SPE_K78666663	LEY_VERO	Lemborexant	Lemborexant
SPE_K78666826	LEY_VERO	procaterol	procaterol
SPE_K78720403	LEY_VERO	SB-328437	SB-328437
SPE_K78781788	LEY_VERO	Barnidipine HCl	Barnidipine HCl
SPE_K78809024	LEY_VERO	SB590885	SB590885
SPE_K78815826	LEY_VERO	Suxibuzone	Suxibuzone
SPE_K78841970	LEY_VERO	ASPARTAME	ASPARTAME
SPE_K78844995	LEY_VERO	N-[2-(Piperidinylamino)ethyl]-4-iodobenzamide	N-[2-(Piperidinylamino)ethyl]-4-iodobenzamide
SPE_K78941306	LEY_VERO	SB-742457	SB-742457
SPE_K78959463	LEY_VERO	FPL-64176	FPL-64176
SPE_K78960041	LEY_VERO	OXALIPLATIN	OXALIPLATIN
SPE_K78978711	LEY_VERO	KHS-101	KHS-101
SPE_K79090631	LEY_VERO	CGP-60474	CGP-60474
SPE_K79092138	LEY_VERO	NITROFURAZONE	NITROFURAZONE
SPE_K79095980	LEY_VERO	5-BrdU	5-BrdU
SPE_K79102359	LEY_VERO	Idalopirdine Hydrochloride	Idalopirdine Hydrochloride
SPE_K79107392	LEY_VERO	delphinidin	delphinidin
SPE_K79116891	LEY_VERO	Proparacaine HCl	Proparacaine HCl
SPE_K79124250	LEY_VERO	ioxaglic-acid	ioxaglic-acid
SPE_K79131256	LEY_VERO	ALBENDAZOLE	ALBENDAZOLE
SPE_K79145628	LEY_VERO	Nimorazole	Nimorazole
SPE_K79233274	LEY_VERO	Betapar (Meprednisone)	Betapar (Meprednisone)
SPE_K79239947	LEY_VERO	PF-573228	PF-573228
SPE_K79254416	LEY_VERO	decitabine	decitabine
SPE_K79259477	LEY_VERO	NVP-BHG712	NVP-BHG712
SPE_K79277568	LEY_VERO	methoxyamine	methoxyamine
SPE_K79294107	LEY_VERO	PLX-647	PLX-647
SPE_K79315489	LEY_VERO	Erythritol	Erythritol
SPE_K79337272	LEY_VERO	LSN-2463359	LSN-2463359
SPE_K79353516	LEY_VERO	CY208-243	CY208-243
SPE_K79392608	LEY_VERO	Meldonium	Meldonium
SPE_K79404599	LEY_VERO	Enzastaurin (LY317615)	Enzastaurin (LY317615)
SPE_K79425933	LEY_VERO	benperidol	benperidol
SPE_K79437791	LEY_VERO	acetyl-farnesyl-cysteine	acetyl-farnesyl-cysteine
SPE_K79501723	LEY_VERO	CYCLIZINE	CYCLIZINE
SPE_K79511609	LEY_VERO	2-chloroadenosine	2-chloroadenosine
SPE_K79555887	LEY_VERO	RI-1	RI-1
SPE_K79584249	LEY_VERO	NVP-CGM097	NVP-CGM097
SPE_K79595931	LEY_VERO	Bavisant (dihydrochloride hydrate)	Bavisant (dihydrochloride hydrate)
SPE_K79602928	LEY_VERO	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
SPE_K79608170	LEY_VERO	TC-NTR1-17	TC-NTR1-17
SPE_K79633074	LEY_VERO	xilobam	xilobam
SPE_K79684402	LEY_VERO	Ro-10-5824	Ro-10-5824
SPE_K79700588	LEY_VERO	reversan	reversan
SPE_K79710622	LEY_VERO	GKT137831	GKT137831
SPE_K79711234	LEY_VERO	THIAMPHENICOL	THIAMPHENICOL
SPE_K79743788	LEY_VERO	A-582941	A-582941
SPE_K79753741	LEY_VERO	UBP-302	UBP-302
SPE_K79759585	LEY_VERO	SILDENAFIL CITRATE	SILDENAFIL CITRATE
SPE_K79803033	LEY_VERO	pozanicline	pozanicline
SPE_K79821389	LEY_VERO	rubitecan	rubitecan
SPE_K79856806	LEY_VERO	TA-01	TA-01
SPE_K79878800	LEY_VERO	Saroglitazar	Saroglitazar
SPE_K79884267	LEY_VERO	all trans Retinal	all trans Retinal
SPE_K79892937	LEY_VERO	PHENOLSULFONPHTHALEIN	PHENOLSULFONPHTHALEIN
SPE_K79905821	LEY_VERO	gabazine	gabazine
SPE_K79930101	LEY_VERO	GW-583340	GW-583340
SPE_K79966802	LEY_VERO	RJR 2403 oxalate	RJR 2403 oxalate
SPE_K79989959	LEY_VERO	Nesbuvir	Nesbuvir
SPE_K80021413	LEY_VERO	ML204	ML204
SPE_K80028314	LEY_VERO	alpha-methylhistamine-dihydrobromide-(R)-(-)	alpha-methylhistamine-dihydrobromide-(R)-(-)
SPE_K80036624	LEY_VERO	CLOPIDOL	CLOPIDOL
SPE_K80043866	LEY_VERO	Sodium gualenate	Sodium gualenate
SPE_K80060353	LEY_VERO	IEM 1754 dihydrobroMide	IEM 1754 dihydrobroMide
SPE_K80082640	LEY_VERO	Otamixaban	Otamixaban
SPE_K80129304	LEY_VERO	URACIL	URACIL
SPE_K80194255	LEY_VERO	BW-A4C	BW-A4C
SPE_K80262108	LEY_VERO	Pyridine-3;4-diamine	Pyridine-3;4-diamine
SPE_K80267133	LEY_VERO	AMINOSALICYLATE SODIUM	AMINOSALICYLATE SODIUM
SPE_K80315159	LEY_VERO	DPPE	DPPE
SPE_K80343549	LEY_VERO	TAK-285	TAK-285
SPE_K80353138	LEY_VERO	SILIBININ	SILIBININ
SPE_K80353807	LEY_VERO	KHELLIN	KHELLIN
SPE_K80359953	LEY_VERO	talampanel	talampanel
SPE_K80396088	LEY_VERO	Gliquidone	Gliquidone
SPE_K80403280	LEY_VERO	alafosfalin	alafosfalin
SPE_K80431395	LEY_VERO	triciribine	triciribine
SPE_K80451230	LEY_VERO	zamifenacin	zamifenacin
SPE_K80480517	LEY_VERO	RepSox	RepSox
SPE_K80528473	LEY_VERO	Bismuth Subsalicylate	Bismuth Subsalicylate
SPE_K80535353	LEY_VERO	ENOXOLONE	ENOXOLONE
SPE_K80607346	LEY_VERO	FK-962	FK-962
SPE_K80608265	LEY_VERO	erteberel	erteberel
SPE_K80639402	LEY_VERO	SB-258585	SB-258585
SPE_K80653534	LEY_VERO	N-acetyl-D-glucosamine	N-acetyl-D-glucosamine
SPE_K80666802	LEY_VERO	CYM-50358	CYM-50358
SPE_K80684056	LEY_VERO	cantharidin	cantharidin
SPE_K80700417	LEY_VERO	SGI-1776 free base	SGI-1776 free base
SPE_K80718324	LEY_VERO	Naringin (Naringoside)	Naringin (Naringoside)
SPE_K80725821	LEY_VERO	RS-16566	RS-16566
SPE_K80738081	LEY_VERO	Resveratrol	Resveratrol
SPE_K80762071	LEY_VERO	Cardiogreen	Cardiogreen
SPE_K80778372	LEY_VERO	Ro-19-4605	Ro-19-4605
SPE_K80859331	LEY_VERO	haloperidol-decanoate	haloperidol-decanoate
SPE_K80935598	LEY_VERO	AZ191	AZ191
SPE_K80970344	LEY_VERO	pyrrolidine-dithiocarbamate	pyrrolidine-dithiocarbamate
SPE_K81004638	LEY_VERO	EC-23	EC-23
SPE_K81016934	LEY_VERO	Capmatinib (INCB28060)	Capmatinib (INCB28060)
SPE_K81021983	LEY_VERO	Cyclocytidine HCl	Cyclocytidine HCl
SPE_K81026553	LEY_VERO	SCR-1481B1	SCR-1481B1
SPE_K81044214	LEY_VERO	ML-348	ML-348
SPE_K81048131	LEY_VERO	AG-556	AG-556
SPE_K81053848	LEY_VERO	KS-176	KS-176
SPE_K81062487	LEY_VERO	Taurocholic_acid	Taurocholic_acid
SPE_K81074237	LEY_VERO	Azilsartan (TAK-536)	Azilsartan (TAK-536)
SPE_K81077266	LEY_VERO	Gestodene	Gestodene
SPE_K81092066	LEY_VERO	phenacaine	phenacaine
SPE_K81128206	LEY_VERO	EDROPHONIUM CHLORIDE	EDROPHONIUM CHLORIDE
SPE_K81130846	LEY_VERO	SALICYLAMIDE	SALICYLAMIDE
SPE_K81136890	LEY_VERO	Leu-Leu-OMe_HCL	Leu-Leu-OMe_HCL
SPE_K81144366	LEY_VERO	MOXISYLYTE HYDROCHLORIDE	MOXISYLYTE HYDROCHLORIDE
SPE_K81197548	LEY_VERO	NSC-632839	NSC-632839
SPE_K81225797	LEY_VERO	SCH-58261	SCH-58261
SPE_K81258678	LEY_VERO	Triptolide	Triptolide
SPE_K81272440	LEY_VERO	dantrolene	dantrolene
SPE_K81316007	LEY_VERO	4-mu-8C	4-mu-8C
SPE_K81326768	LEY_VERO	ZOMEPIRAC SODIUM	ZOMEPIRAC SODIUM
SPE_K81330143	LEY_VERO	Tideglusib	Tideglusib
SPE_K81332461	LEY_VERO	maxacalcitol	maxacalcitol
SPE_K81341251	LEY_VERO	TRAM-39	TRAM-39
SPE_K81376179	LEY_VERO	TCS-359	TCS-359
SPE_K81405859	LEY_VERO	JTE-607	JTE-607
SPE_K81418486	LEY_VERO	Vorinostat (SAHA; MK0683)	Vorinostat (SAHA; MK0683)
SPE_K81447180	LEY_VERO	LINCOMYCIN HYDROCHLORIDE	LINCOMYCIN HYDROCHLORIDE
SPE_K81458380	LEY_VERO	cx-4945 (Silmitasertib)	cx-4945 (Silmitasertib)
SPE_K81473043	LEY_VERO	17-AAG (Tanespimycin)	17-AAG (Tanespimycin)
SPE_K81473089	LEY_VERO	TACRINE HYDROCHLORIDE	TACRINE HYDROCHLORIDE
SPE_K81528515	LEY_VERO	Nilotinib (AMN-107)	Nilotinib (AMN-107)
SPE_K81548480	LEY_VERO	AC-264613	AC-264613
SPE_K81572616	LEY_VERO	CK-636	CK-636
SPE_K81613478	LEY_VERO	Gastrodin (Gastrodine)	Gastrodin (Gastrodine)
SPE_K81614372	LEY_VERO	A-922500	A-922500
SPE_K81616657	LEY_VERO	PNU-142633	PNU-142633
SPE_K81623406	LEY_VERO	(ethylsulfanyl)methanimidamide hydrobromide	(ethylsulfanyl)methanimidamide hydrobromide
SPE_K81645297	LEY_VERO	NKP-1339	NKP-1339
SPE_K81645907	LEY_VERO	CAPTAMINE	CAPTAMINE
SPE_K81647657	LEY_VERO	3-Methyladenine (3-MA)	3-Methyladenine (3-MA)
SPE_K81672972	LEY_VERO	Prostaglandin F2?	Prostaglandin F2?
SPE_K81689258	LEY_VERO	GSK2606414	GSK2606414
SPE_K81694556	LEY_VERO	VTP-27999 (Hydrochloride)	VTP-27999 (Hydrochloride)
SPE_K81729199	LEY_VERO	AQ-RA741	AQ-RA741
SPE_K81779590	LEY_VERO	NGD-98-2	NGD-98-2
SPE_K81795818	LEY_VERO	ADH-1 trifluoroacetate	ADH-1 trifluoroacetate
SPE_K81801188	LEY_VERO	PP-121	PP-121
SPE_K81807412	LEY_VERO	N6-methyladenosine (m6A)	N6-methyladenosine (m6A)
SPE_K81849500	LEY_VERO	verteporfin	verteporfin
SPE_K81855038	LEY_VERO	Roxatidine (Acetate Hydrochloride)	Roxatidine (Acetate Hydrochloride)
SPE_K81865756	LEY_VERO	Y16	Y16
SPE_K81876028	LEY_VERO	CP-93129	CP-93129
SPE_K81916719	LEY_VERO	TRICLABENDAZOLE	TRICLABENDAZOLE
SPE_K81935556	LEY_VERO	TCS-3035	TCS-3035
SPE_K81957469	LEY_VERO	Semagacestat (LY450139)	Semagacestat (LY450139)
SPE_K81958169	LEY_VERO	AZ5104	AZ5104
SPE_K81981783	LEY_VERO	gavestinel	gavestinel
SPE_K82002057	LEY_VERO	DFB	DFB
SPE_K82027074	LEY_VERO	2-hydroxyflutamide	2-hydroxyflutamide
SPE_K82028950	LEY_VERO	CGH2466	CGH2466
SPE_K82091397	LEY_VERO	SB-239063	SB-239063
SPE_K82103381	LEY_VERO	HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE
SPE_K82104468	LEY_VERO	ETHYL VANILLIN	ETHYL VANILLIN
SPE_K82118441	LEY_VERO	pyrantel	pyrantel
SPE_K82122102	LEY_VERO	Amfenac Sodium (monohydrate)	Amfenac Sodium (monohydrate)
SPE_K82135108	LEY_VERO	Elesclomol (STA-4783)	Elesclomol (STA-4783)
SPE_K82142815	LEY_VERO	BETAMIPRON	BETAMIPRON
SPE_K82143716	LEY_VERO	FLUCYTOSINE	FLUCYTOSINE
SPE_K82147103	LEY_VERO	lofepramine	lofepramine
SPE_K82164249	LEY_VERO	Andarine (GTX-007)	Andarine (GTX-007)
SPE_K82166906	LEY_VERO	SODIUM OXYBATE	SODIUM OXYBATE
SPE_K82178523	LEY_VERO	L-asparagine-n-hydroxy	L-asparagine-n-hydroxy
SPE_K82181219	LEY_VERO	PYRITINOL	PYRITINOL
SPE_K82225283	LEY_VERO	ISOSORBIDE MONONITRATE	ISOSORBIDE MONONITRATE
SPE_K82234479	LEY_VERO	TRAMIPROSATE	TRAMIPROSATE
SPE_K82236108	LEY_VERO	N-METHYL (-)EPHEDRINE [1R;2S]	N-METHYL (-)EPHEDRINE [1R;2S]
SPE_K82236179	LEY_VERO	DICUMAROL	DICUMAROL
SPE_K82240271	LEY_VERO	TELITHROMYCIN	TELITHROMYCIN
SPE_K82244583	LEY_VERO	Binimetinib (MEK162; ARRY-162; ARRY-438162)	Binimetinib (MEK162; ARRY-162; ARRY-438162)
SPE_K82259334	LEY_VERO	methyldopate	methyldopate
SPE_K82266792	LEY_VERO	SDZ-220-040	SDZ-220-040
SPE_K82343404	LEY_VERO	ADRENALONE HYDROCHLORIDE	ADRENALONE HYDROCHLORIDE
SPE_K82357231	LEY_VERO	DESLORATIDINE	DESLORATIDINE
SPE_K82421491	LEY_VERO	IPAG	IPAG
SPE_K82467063	LEY_VERO	SB 271046	SB 271046
SPE_K82484347	LEY_VERO	GSK-J2	GSK-J2
SPE_K82484965	LEY_VERO	carmoxirole	carmoxirole
SPE_K82522873	LEY_VERO	N6022	N6022
SPE_K82562631	LEY_VERO	TOLMETIN SODIUM	TOLMETIN SODIUM
SPE_K82603084	LEY_VERO	ETHYLENEDIAMINE TETRACETIC_acid	ETHYLENEDIAMINE TETRACETIC_acid
SPE_K82677201	LEY_VERO	Almitrine dimesilate	Almitrine dimesilate
SPE_K82677637	LEY_VERO	Nystatin	Nystatin
SPE_K82687598	LEY_VERO	tolonidine	tolonidine
SPE_K82731415	LEY_VERO	olomoucine	olomoucine
SPE_K82767007	LEY_VERO	Dazoxiben	Dazoxiben
SPE_K82795137	LEY_VERO	LORATADINE	LORATADINE
SPE_K82800842	LEY_VERO	Inositol nicotinate	Inositol nicotinate
SPE_K82804538	LEY_VERO	RO5126766 (CH5126766)	RO5126766 (CH5126766)
SPE_K82818427	LEY_VERO	Batimastat (BB-94)	Batimastat (BB-94)
SPE_K82823076	LEY_VERO	Ro-15-4513	Ro-15-4513
SPE_K82823804	LEY_VERO	PD-407824	PD-407824
SPE_K82846253	LEY_VERO	REPAGLINIDE	REPAGLINIDE
SPE_K82850175	LEY_VERO	Navarixin	Navarixin
SPE_K82861010	LEY_VERO	Daclatasvir (BMS-790052)	Daclatasvir (BMS-790052)
SPE_K82894950	LEY_VERO	AZD-8835	AZD-8835
SPE_K82903013	LEY_VERO	3;3'-dichlorobenzaldazine	3;3'-dichlorobenzaldazine
SPE_K82908348	LEY_VERO	darglitazone	darglitazone
SPE_K82928847	LEY_VERO	ACY-1215	ACY-1215
SPE_K82928892	LEY_VERO	Doxercalciferol (Hectorol)	Doxercalciferol (Hectorol)
SPE_K82941592	LEY_VERO	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
SPE_K82967180	LEY_VERO	LY3023414	LY3023414
SPE_K82967685	LEY_VERO	Mirodenafil (dihydrochloride)	Mirodenafil (dihydrochloride)
SPE_K82983861	LEY_VERO	GW-0742	GW-0742
SPE_K83003151	LEY_VERO	ALOGLIPTIN BENZOATE	ALOGLIPTIN BENZOATE
SPE_K83020231	LEY_VERO	DBPR108	DBPR108
SPE_K83022601	LEY_VERO	3-Phenoxypyridine	3-Phenoxypyridine
SPE_K83023055	LEY_VERO	GR-135531	GR-135531
SPE_K83029223	LEY_VERO	Litronesib	Litronesib
SPE_K83036479	LEY_VERO	ACETYLSALICYLANILIDE	ACETYLSALICYLANILIDE
SPE_K83063356	LEY_VERO	RS-102895	RS-102895
SPE_K83064458	LEY_VERO	7-(?-Hydroxyethyl)theophylline	7-(?-Hydroxyethyl)theophylline
SPE_K83114366	LEY_VERO	PF-06447475	PF-06447475
SPE_K83144676	LEY_VERO	Olmesartan	Olmesartan
SPE_K83176916	LEY_VERO	WWL-123	WWL-123
SPE_K83186168	LEY_VERO	AZD1981	AZD1981
SPE_K83189926	LEY_VERO	UNC1215	UNC1215
SPE_K83192048	LEY_VERO	dimethindene-(S)-(+)	dimethindene-(S)-(+)
SPE_K83213911	LEY_VERO	PF-750	PF-750
SPE_K83245588	LEY_VERO	Pilsicainide hydrochloride	Pilsicainide hydrochloride
SPE_K83257731	LEY_VERO	CHLOROPYRAMINE HYDROCHLORIDE	CHLOROPYRAMINE HYDROCHLORIDE
SPE_K83289131	LEY_VERO	GPP-78	GPP-78
SPE_K83322645	LEY_VERO	L-693403	L-693403
SPE_K83335125	LEY_VERO	chloroxoquinoline	chloroxoquinoline
SPE_K83354763	LEY_VERO	JSH-23	JSH-23
SPE_K83405785	LEY_VERO	Pimavanserin	Pimavanserin
SPE_K83452553	LEY_VERO	daminozide	daminozide
SPE_K83459933	LEY_VERO	Sinomenine (Cucoline)	Sinomenine (Cucoline)
SPE_K83492904	LEY_VERO	T-5601640	T-5601640
SPE_K83502127	LEY_VERO	trofinetide	trofinetide
SPE_K83508485	LEY_VERO	FK-888	FK-888
SPE_K83547600	LEY_VERO	JNJ-47965567	JNJ-47965567
SPE_K83551379	LEY_VERO	Levodropropizine	Levodropropizine
SPE_K83597974	LEY_VERO	PARGYLINE HYDROCHLORIDE	PARGYLINE HYDROCHLORIDE
SPE_K83607951	LEY_VERO	Skepinone-L	Skepinone-L
SPE_K83631119	LEY_VERO	Paeoniflorin	Paeoniflorin
SPE_K83636919	LEY_VERO	Entacapone	Entacapone
SPE_K83649660	LEY_VERO	VU0360172	VU0360172
SPE_K83699324	LEY_VERO	NMS-1286937	NMS-1286937
SPE_K83720053	LEY_VERO	BMS-708163 (Avagacestat)	BMS-708163 (Avagacestat)
SPE_K83766205	LEY_VERO	metirosine	metirosine
SPE_K83776863	LEY_VERO	TRYPTOPHAN (L)	TRYPTOPHAN (L)
SPE_K83794243	LEY_VERO	Palovarotene	Palovarotene
SPE_K83794624	LEY_VERO	Pirarubicin	Pirarubicin
SPE_K83834509	LEY_VERO	PTC-209	PTC-209
SPE_K83896451	LEY_VERO	L-Glutamine	L-Glutamine
SPE_K83904070	LEY_VERO	R-268712	R-268712
SPE_K83963101	LEY_VERO	MLN8054	MLN8054
SPE_K83970940	LEY_VERO	Lu-AA-47070	Lu-AA-47070
SPE_K83988098	LEY_VERO	17-DMAG HCl (Alvespimycin)	17-DMAG HCl (Alvespimycin)
SPE_K84011460	LEY_VERO	Nizofenone fumarate	Nizofenone fumarate
SPE_K84034737	LEY_VERO	Dubermatinib	Dubermatinib
SPE_K84036904	LEY_VERO	17alpha -Methyltestosterone	17alpha -Methyltestosterone
SPE_K84068331	LEY_VERO	CW-008	CW-008
SPE_K84091759	LEY_VERO	CANDESARTAN	CANDESARTAN
SPE_K84163249	LEY_VERO	Ercalcitriol	Ercalcitriol
SPE_K84173274	LEY_VERO	Ufenamate	Ufenamate
SPE_K84214706	LEY_VERO	7-chlorokynurenic-acid	7-chlorokynurenic-acid
SPE_K84253429	LEY_VERO	Zoledronic_acid (Zoledronate)	Zoledronic_acid (Zoledronate)
SPE_K84266862	LEY_VERO	BRL-50481	BRL-50481
SPE_K84281997	LEY_VERO	PRALIDOXIME MESYLATE	PRALIDOXIME MESYLATE
SPE_K84366268	LEY_VERO	Levocarnitine propionate (hydrochloride)	Levocarnitine propionate (hydrochloride)
SPE_K84424780	LEY_VERO	Stigmasterol (Stigmasterin)	Stigmasterol (Stigmasterin)
SPE_K84459715	LEY_VERO	zopolrestat	zopolrestat
SPE_K84466663	LEY_VERO	Nelarabine (Arranon)	Nelarabine (Arranon)
SPE_K84507776	LEY_VERO	PNU-89843	PNU-89843
SPE_K84517077	LEY_VERO	N-demethylantipyrine	N-demethylantipyrine
SPE_K84544951	LEY_VERO	SODIUM TETRADECYL SULFATE	SODIUM TETRADECYL SULFATE
SPE_K84564571	LEY_VERO	Telatinib (BAY 57-9352)	Telatinib (BAY 57-9352)
SPE_K84605263	LEY_VERO	KHK-IN-1 (hydrochloride)	KHK-IN-1 (hydrochloride)
SPE_K84663978	LEY_VERO	trequinsin	trequinsin
SPE_K84683831	LEY_VERO	Radezolid	Radezolid
SPE_K84698278	LEY_VERO	Agomelatine	Agomelatine
SPE_K84748119	LEY_VERO	Vicriviroc (maleate)	Vicriviroc (maleate)
SPE_K84783599	LEY_VERO	Riociguat	Riociguat
SPE_K84794093	LEY_VERO	2';3'-dideoxyadenosine	2';3'-dideoxyadenosine
SPE_K84798689	LEY_VERO	sodium-tanshinone-ii-a-sulfonate	sodium-tanshinone-ii-a-sulfonate
SPE_K84810336	LEY_VERO	SULFISOXAZOLE ACETYL	SULFISOXAZOLE ACETYL
SPE_K84810405	LEY_VERO	Almorexant (hydrochloride)	Almorexant (hydrochloride)
SPE_K84868168	LEY_VERO	Erdafitinib	Erdafitinib
SPE_K84883208	LEY_VERO	MR-948	MR-948
SPE_K84892605	LEY_VERO	IOWH 032	IOWH 032
SPE_K84895041	LEY_VERO	BMY-45778	BMY-45778
SPE_K84924479	LEY_VERO	Rec-15/2615	Rec-15/2615
SPE_K84925803	LEY_VERO	T-5224	T-5224
SPE_K84937637	LEY_VERO	Rapamycin	Rapamycin
SPE_K84964099	LEY_VERO	spautin-1	spautin-1
SPE_K84971356	LEY_VERO	etafenone	etafenone
SPE_K84986517	LEY_VERO	Darunavir Ethanolate (Prezista)	Darunavir Ethanolate (Prezista)
SPE_K84996356	LEY_VERO	AZD3514	AZD3514
SPE_K85014146	LEY_VERO	AZD2461	AZD2461
SPE_K85015012	LEY_VERO	NNC-05-2090	NNC-05-2090
SPE_K85046107	LEY_VERO	Ramosetron (Hydrochloride)	Ramosetron (Hydrochloride)
SPE_K85066592	LEY_VERO	(S)-5-Amino-2-(2-aminoacetamido)-5-oxopentanoic_acid	(S)-5-Amino-2-(2-aminoacetamido)-5-oxopentanoic_acid
SPE_K85090592	LEY_VERO	PILOCARPINE NITRATE	PILOCARPINE NITRATE
SPE_K85119730	LEY_VERO	TOLBUTAMIDE	TOLBUTAMIDE
SPE_K85139301	LEY_VERO	AIM-100	AIM-100
SPE_K85140930	LEY_VERO	Aphidicolin	Aphidicolin
SPE_K85146014	LEY_VERO	FOSCARNET SODIUM	FOSCARNET SODIUM
SPE_K85285268	LEY_VERO	Zilpaterol_HCL	Zilpaterol_HCL
SPE_K85307935	LEY_VERO	NOVOBIOCIN SODIUM	NOVOBIOCIN SODIUM
SPE_K85337334	LEY_VERO	Otilonium Bromide	Otilonium Bromide
SPE_K85402309	LEY_VERO	Dovitinib (TKI-258; CHIR-258)	Dovitinib (TKI-258; CHIR-258)
SPE_K85406984	LEY_VERO	sobetirome	sobetirome
SPE_K85479953	LEY_VERO	STF-62247	STF-62247
SPE_K85503079	LEY_VERO	Perospirone	Perospirone
SPE_K85606544	LEY_VERO	Neratinib (HKI-272)	Neratinib (HKI-272)
SPE_K85649978	LEY_VERO	BMS-688521	BMS-688521
SPE_K85679373	LEY_VERO	SULBACTAM	SULBACTAM
SPE_K85693895	LEY_VERO	Tolrestat	Tolrestat
SPE_K85751432	LEY_VERO	Refametinib	Refametinib
SPE_K85757157	LEY_VERO	NIFURSOL	NIFURSOL
SPE_K85764479	LEY_VERO	somantadine	somantadine
SPE_K85776940	LEY_VERO	delta-Tocotrienol	delta-Tocotrienol
SPE_K85804405	LEY_VERO	LY231617	LY231617
SPE_K85833139	LEY_VERO	PRASTERONE	PRASTERONE
SPE_K85849709	LEY_VERO	AZD2858	AZD2858
SPE_K85872723	LEY_VERO	kynurenic-acid	kynurenic-acid
SPE_K85882401	LEY_VERO	Avibactam (sodium)	Avibactam (sodium)
SPE_K85920262	LEY_VERO	WAY-600	WAY-600
SPE_K85925969	LEY_VERO	ZALCITABINE	ZALCITABINE
SPE_K86003836	LEY_VERO	FLUBENDAZOLE	FLUBENDAZOLE
SPE_K86016185	LEY_VERO	L-lysine	L-lysine
SPE_K86063171	LEY_VERO	EN460	EN460
SPE_K86109159	LEY_VERO	VU 0357121	VU 0357121
SPE_K86118762	LEY_VERO	OSI-906 (Linsitinib)	OSI-906 (Linsitinib)
SPE_K86161929	LEY_VERO	CORTISONE ACETATE	CORTISONE ACETATE
SPE_K86171477	LEY_VERO	Eltoprazine (hydrochloride)	Eltoprazine (hydrochloride)
SPE_K86226872	LEY_VERO	APD597	APD597
SPE_K86294588	LEY_VERO	Schisandrin B	Schisandrin B
SPE_K86301799	LEY_VERO	DIPYRIDAMOLE	DIPYRIDAMOLE
SPE_K86305586	LEY_VERO	3;4-DCPG-(S)	3;4-DCPG-(S)
SPE_K86307448	LEY_VERO	ALLOPURINOL	ALLOPURINOL
