smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,ASSAY_TYPE,ASSAY_STRAIN,TARGET_TYPE,DOSE,timepoint_unit,SUPPLIER,ASSAY_SOP,New ASSAY_SOP,Comment
COc1cccc(-c2nc(CNc3cc(C(C)(C)C)nn3C)co2)c1,COc1cccc(-c2nc(CNc3cc(C(C)(C)C)nn3C)co2)c1,.,=,9.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cn1nc(C(C)(C)C)cc1NCc1coc(-c2ccccc2F)n1,Cn1nc(C(C)(C)C)cc1NCc1coc(-c2ccccc2F)n1,.,=,12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNC(C)c3ccccc3)co2)c1,COc1cccc(-c2nc(CNC(C)c3ccccc3)co2)c1,.,=,11.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNC(C)c3cccc4ccccc34)co2)c1,COc1cccc(-c2nc(CNC(C)c3cccc4ccccc34)co2)c1,.,=,-2.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNC(C)c3cccc4ccccc34)co2)c1,COc1cccc(-c2nc(CNC(C)c3cccc4ccccc34)co2)c1,.,=,7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(NCc1coc(-c2ccccc2F)n1)c1cccc2ccccc12,CC(NCc1coc(-c2ccccc2F)n1)c1cccc2ccccc12,.,=,19.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNCC(F)(F)C(F)(F)F)co2)c1,COc1cccc(-c2nc(CNCC(F)(F)C(F)(F)F)co2)c1,.,=,13.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Fc1ccccc1-c1nc(CNCC(F)(F)C(F)(F)F)co1,Fc1ccccc1-c1nc(CNCC(F)(F)C(F)(F)F)co1,.,=,21.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNCc3ccc(C(C)(C)C)cc3)co2)c1,COc1cccc(-c2nc(CNCc3ccc(C(C)(C)C)cc3)co2)c1,.,=,5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCN(CCNCc1coc(-c2cccc(OC)c2)n1)c1cccc(C)c1,CCN(CCNCc1coc(-c2cccc(OC)c2)n1)c1cccc(C)c1,.,=,13.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNCc3cc(OC)c(OC)c(OC)c3)co2)c1,COc1cccc(-c2nc(CNCc3cc(OC)c(OC)c(OC)c3)co2)c1,.,=,-15.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCN(c4cccc(Cl)c4)CC3)co2)c1,COc1cccc(-c2nc(CN3CCN(c4cccc(Cl)c4)CC3)co2)c1,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNCc3ccccc3C(F)(F)F)co2)c1,COc1cccc(-c2nc(CNCc3ccccc3C(F)(F)F)co2)c1,.,=,20.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Fc1ccccc1-c1nc(CNCC(c2ccccc2)c2ccccc2)co1,Fc1ccccc1-c1nc(CNCC(c2ccccc2)c2ccccc2)co1,.,=,45.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNCc3ccc(OC)c(OC)c3)co2)c1,COc1cccc(-c2nc(CNCc3ccc(OC)c(OC)c3)co2)c1,.,=,5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1ccc(CNCc2coc(-c3ccccc3F)n2)cc1OC,COc1ccc(CNCc2coc(-c3ccccc3F)n2)cc1OC,.,=,3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(CNCc2coc(-c3cccc(OC)c3)n2)c1,COc1cccc(CNCc2coc(-c3cccc(OC)c3)n2)c1,.,=,12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNC(C)CCc3ccccc3)co2)c1,COc1cccc(-c2nc(CNC(C)CCc3ccccc3)co2)c1,.,=,9.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNC(Cc3ccccc3)c3ccccc3)co2)c1,COc1cccc(-c2nc(CNC(Cc3ccccc3)c3ccccc3)co2)c1,.,=,7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNC(c3ccccc3)c3ccccc3)co2)c1,COc1cccc(-c2nc(CNC(c3ccccc3)c3ccccc3)co2)c1,.,=,7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Fc1ccccc1-c1nc(CNCCN2CCCCC2)co1,Fc1ccccc1-c1nc(CNCCN2CCCCC2)co1,.,=,36.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Fc1ccccc1-c1nc(CNCc2ccncc2)co1,Fc1ccccc1-c1nc(CNCc2ccncc2)co1,.,=,10.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Fc1ccccc1-c1nc(CNCCCN2CCOCC2)co1,Fc1ccccc1-c1nc(CNCCCN2CCOCC2)co1,.,=,43.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
NCCc1cn(Cc2coc(-c3ccccc3F)n2)cn1,NCCc1cn(Cc2coc(-c3ccccc3F)n2)cn1,.,=,40.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Fc1ccccc1-c1nc(CNCc2cccc3ccccc23)co1,Fc1ccccc1-c1nc(CNCc2cccc3ccccc23)co1,.,=,24.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CNC3CCc4ccccc43)co2)c1,COc1cccc(-c2nc(CNC3CCc4ccccc43)co2)c1,.,=,15.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Fc1ccccc1-c1nc(CNCCN2CCCC2)co1,Fc1ccccc1-c1nc(CNCCN2CCCC2)co1,.,=,25.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC1CCC(NCc2coc(-c3ccccc3F)n2)CC1,CC1CCC(NCc2coc(-c3ccccc3F)n2)CC1,.,=,42.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CN(Cc1coc(-c2ccccc2F)n1)C1CCN(Cc2ccccc2)C1,CN(Cc1coc(-c2ccccc2F)n1)C1CCN(Cc2ccccc2)C1,.,=,-10.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CN(Cc1coc(-c2ccccc2F)n1)Cc1cccc2ccccc12,CN(Cc1coc(-c2ccccc2F)n1)Cc1cccc2ccccc12,.,=,-49.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
C=CCN(Cc1coc(-c2ccccc2F)n1)C1CCCC1,C=CCN(Cc1coc(-c2ccccc2F)n1)C1CCCC1,.,=,-24.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1cccc(N2CCN(Cc3coc(-c4ccccc4F)n3)CC2C)c1,Cc1cccc(N2CCN(Cc3coc(-c4ccccc4F)n3)CC2C)c1,.,=,-21.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN(C)C(C)(C)C)co2)c1,COc1cccc(-c2nc(CN(C)C(C)(C)C)co2)c1,.,=,31.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1cccc(N2CCN(Cc3coc(-c4ccccc4F)n3)CC2)c1C,Cc1cccc(N2CCN(Cc3coc(-c4ccccc4F)n3)CC2)c1C,.,=,-33.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(C)c(N2CCN(Cc3coc(-c4ccccc4F)n3)CC2)c1,Cc1ccc(C)c(N2CCN(Cc3coc(-c4ccccc4F)n3)CC2)c1,.,=,-13.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCN(Cc1coc(-c2ccccc2F)n1)c1ccc(C)cc1,CCN(Cc1coc(-c2ccccc2F)n1)c1ccc(C)cc1,.,=,-32.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(N2CCN(Cc3coc(-c4ccccc4F)n3)CC2)cc1C,Cc1ccc(N2CCN(Cc3coc(-c4ccccc4F)n3)CC2)cc1C,.,=,-10.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(N2CCN(Cc3coc(-c4ccccc4F)n3)CC2)c(C)c1,Cc1ccc(N2CCN(Cc3coc(-c4ccccc4F)n3)CC2)c(C)c1,.,=,-17.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Fc1ccccc1-c1nc(CN(c2ccccc2)C2CCCCC2)co1,Fc1ccccc1-c1nc(CN(c2ccccc2)C2CCCCC2)co1,.,=,-24.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Fc1ccccc1-c1nc(CN2CCC3CCCCC3C2)co1,Fc1ccccc1-c1nc(CN2CCC3CCCCC3C2)co1,.,=,12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCCN(CC)Cc1coc(-c2cccc(OC)c2)n1,CCCCN(CC)Cc1coc(-c2cccc(OC)c2)n1,.,=,-18.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCCN(C)Cc1coc(-c2cccc(OC)c2)n1,CCCCN(C)Cc1coc(-c2cccc(OC)c2)n1,.,=,-4.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCN(CC)Cc1coc(-c2cccc(OC)c2)n1,CCN(CC)Cc1coc(-c2cccc(OC)c2)n1,.,=,11.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCN(Cc1ccccc1)Cc1coc(-c2cccc(OC)c2)n1,CCN(Cc1ccccc1)Cc1coc(-c2cccc(OC)c2)n1,.,=,-7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCN(Cc1coc(-c2cccc(OC)c2)n1)c1cccc(C)c1,CCN(Cc1coc(-c2cccc(OC)c2)n1)c1cccc(C)c1,.,=,-18.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
C=CCN(C)Cc1coc(-c2cccc(OC)c2)n1,C=CCN(C)Cc1coc(-c2cccc(OC)c2)n1,.,=,27.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
C=CCN(Cc1coc(-c2cccc(OC)c2)n1)c1ccccc1,C=CCN(Cc1coc(-c2cccc(OC)c2)n1)c1ccccc1,.,=,35.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
C#CCN(C)Cc1coc(-c2cccc(OC)c2)n1,C#CCN(C)Cc1coc(-c2cccc(OC)c2)n1,.,=,-2.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN(C)CC(OC)OC)co2)c1,COc1cccc(-c2nc(CN(C)CC(OC)OC)co2)c1,.,=,-1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN(CCN(C)C)Cc3ccccc3)co2)c1,COc1cccc(-c2nc(CN(CCN(C)C)Cc3ccccc3)co2)c1,.,=,23.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN(C)CCc3ccccc3)co2)c1,COc1cccc(-c2nc(CN(C)CCc3ccccc3)co2)c1,.,=,1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCCc4ccccc43)co2)c1,COc1cccc(-c2nc(CN3CCCc4ccccc43)co2)c1,.,=,-6.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCN(c4ccccn4)CC3)co2)c1,COc1cccc(-c2nc(CN3CCN(c4ccccn4)CC3)co2)c1,.,=,-9.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOC(=O)C1CCN(Cc2coc(-c3cccc(OC)c3)n2)CC1,CCOC(=O)C1CCN(Cc2coc(-c3cccc(OC)c3)n2)CC1,.,=,37.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CC(C)CC(C)C3)co2)c1,COc1cccc(-c2nc(CN3CC(C)CC(C)C3)co2)c1,.,=,43.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCCC(C)C3)co2)c1,COc1cccc(-c2nc(CN3CCCC(C)C3)co2)c1,.,=,3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCCCC3C)co2)c1,COc1cccc(-c2nc(CN3CCCCC3C)co2)c1,.,=,5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOC(=O)C1CCCCN1Cc1coc(-c2cccc(OC)c2)n1,CCOC(=O)C1CCCCN1Cc1coc(-c2cccc(OC)c2)n1,.,=,-3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCCCC3)co2)c1,COc1cccc(-c2nc(CN3CCCCC3)co2)c1,.,=,12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCC4(CC3)OCCO4)co2)c1,COc1cccc(-c2nc(CN3CCC4(CC3)OCCO4)co2)c1,.,=,-15.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CC(C)OC(C)C3)co2)c1,COc1cccc(-c2nc(CN3CC(C)OC(C)C3)co2)c1,.,=,35.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCOCC3)co2)c1,COc1cccc(-c2nc(CN3CCOCC3)co2)c1,.,=,35.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCN(Cc4ccccc4)CC3)co2)c1,COc1cccc(-c2nc(CN3CCN(Cc4ccccc4)CC3)co2)c1,.,=,44.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCN(c4ccc(C(C)=O)cc4)CC3)co2)c1,COc1cccc(-c2nc(CN3CCN(c4ccc(C(C)=O)cc4)CC3)co2)c1,.,=,-11.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCN(c4cccc(C(F)(F)F)c4)CC3)co2)c1,COc1cccc(-c2nc(CN3CCN(c4cccc(C(F)(F)F)c4)CC3)co2)c1,.,=,17.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCN(c4ccccc4OC)CC3)co2)c1,COc1cccc(-c2nc(CN3CCN(c4ccccc4OC)CC3)co2)c1,.,=,-9.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCN(c4ccccc4)CC3)co2)c1,COc1cccc(-c2nc(CN3CCN(c4ccccc4)CC3)co2)c1,.,=,15.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CC=CCC3)co2)c1,COc1cccc(-c2nc(CN3CC=CCC3)co2)c1,.,=,4.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCN(Cc4ccc5c(c4)OCO5)CC3)co2)c1,COc1cccc(-c2nc(CN3CCN(Cc4ccc5c(c4)OCO5)CC3)co2)c1,.,=,5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(Cn3nc(C)cc3C)co2)c1,COc1cccc(-c2nc(Cn3nc(C)cc3C)co2)c1,.,=,30.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(Cn3cnc(C)c3)co2)c1,COc1cccc(-c2nc(Cn3cnc(C)c3)co2)c1,.,=,-12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(Cn3cnc(-c4ccccc4)c3)co2)c1,COc1cccc(-c2nc(Cn3cnc(-c4ccccc4)c3)co2)c1,.,=,-15.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCc1nc(C)cn1Cc1coc(-c2cccc(OC)c2)n1,CCc1nc(C)cn1Cc1coc(-c2cccc(OC)c2)n1,.,=,-9.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCc1nccn1Cc1coc(-c2cccc(OC)c2)n1,CCc1nccn1Cc1coc(-c2cccc(OC)c2)n1,.,=,-9.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(Cn3ccnc3C)co2)c1,COc1cccc(-c2nc(Cn3ccnc3C)co2)c1,.,=,31.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(Cn3ccnc3)co2)c1,COc1cccc(-c2nc(Cn3ccnc3)co2)c1,.,=,39.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCN(Cc1coc(-c2cccc(OC)c2)n1)c1cccc2ccccc12,CCN(Cc1coc(-c2cccc(OC)c2)n1)c1cccc2ccccc12,.,=,11.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(Cn3ccnc3C=O)co2)c1,COc1cccc(-c2nc(Cn3ccnc3C=O)co2)c1,.,=,84.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN3CCCCCCC3)co2)c1,COc1cccc(-c2nc(CN3CCCCCCC3)co2)c1,.,=,31.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN(CCC#N)Cc3ccccc3)co2)c1,COc1cccc(-c2nc(CN(CCC#N)Cc3ccccc3)co2)c1,.,=,17.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN(C)CCC#N)co2)c1,COc1cccc(-c2nc(CN(C)CCC#N)co2)c1,.,=,4.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(-c2nc(CN(CCC#N)c3ccccc3)co2)c1,COc1cccc(-c2nc(CN(CCC#N)c3ccccc3)co2)c1,.,=,14.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCCN(CC#N)Cc1coc(-c2cccc(OC)c2)n1,CCCCN(CC#N)Cc1coc(-c2cccc(OC)c2)n1,.,=,-8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCN(Cc1coc(-c2cccc(OC)c2)n1)CC1CC1,CCCN(Cc1coc(-c2cccc(OC)c2)n1)CC1CC1,.,=,7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
